open_time,open,high,low,close,volume,end_time,amount,count,buy_volume,buy_amount,ignore
1672880400000,16819.80,16842.50,16800.00,16825.00,5989.228,1672883999999,100741746.40310,33424,2768.646,46577777.22860,0
1672884000000,16825.00,16836.60,16816.90,16827.90,2381.822,1672887599999,40076079.14990,19303,1315.661,22137241.68920,0
1672887600000,16827.90,16828.30,16810.30,16819.00,2848.030,1672891199999,47900695.49630,20769,1287.542,21655741.30830,0
1672891200000,16819.00,16834.70,16815.00,16829.10,2549.775,1672894799999,42900784.77500,17914,1503.510,25297735.56340,0
1672894800000,16829.00,16840.70,16829.00,16836.10,2410.192,1672898399999,40575915.93060,17443,1174.777,19777614.35580,0
1672898400000,16836.20,16836.20,16804.40,16810.50,4590.842,1672901999999,77201945.09880,26094,2264.221,38074192.46790,0
1672902000000,16810.40,16816.70,16782.40,16816.10,6986.003,1672905599999,117371448.89050,35855,3305.594,55538548.28150,0
1672905600000,16816.10,16822.00,16786.50,16799.90,4779.411,1672909199999,80319901.85430,30227,2303.345,38709435.66850,0
1672909200000,16799.90,16806.00,16775.10,16800.60,7577.370,1672912799999,127225812.43360,40867,3746.225,62903281.43930,0
1672912800000,16800.70,16829.00,16798.20,16816.40,6192.154,1672916399999,104126476.30740,32904,3295.127,55410001.99680,0
1672916400000,16816.40,16830.00,16807.90,16827.00,4609.052,1672919999999,77524297.85550,26837,2503.570,42111862.52260,0
1672920000000,16827.00,16827.00,16807.90,16813.60,4285.550,1672923599999,72070662.08730,25429,1853.707,31174716.37810,0
1672923600000,16813.60,16821.10,16770.10,16771.10,14522.537,1672927199999,243872586.93740,65982,6730.286,113022634.02890,0
1672927200000,16771.00,16829.00,16740.40,16822.60,26660.991,1672930799999,447516167.13080,107136,13963.620,234434163.76770,0
1672930800000,16822.60,16872.80,16817.00,16836.60,23417.468,1672934399999,394518089.30590,100816,12278.989,206870694.63570,0
1672934400000,16836.70,16856.80,16816.00,16833.00,8698.276,1672937999999,146413721.41570,41633,4025.056,67753530.10610,0
1672938000000,16833.00,16839.80,16806.70,16806.80,5674.044,1672941599999,95435469.43500,30258,2735.204,46006037.81420,0
1672941600000,16806.80,16840.00,16794.00,16837.00,7502.341,1672945199999,126192967.76140,38955,3895.466,65527340.90890,0
1672945200000,16837.00,16867.80,16821.00,16856.40,7314.816,1672948799999,123217321.82920,36508,4019.694,67712582.63440,0
1672948800000,16856.30,16863.40,16839.40,16852.80,5329.164,1672952399999,89807121.89200,28823,2497.639,42091795.82790,0
1672952400000,16852.80,16857.80,16827.60,16840.00,5015.939,1672955999999,84473094.50750,27449,2409.951,40586468.31540,0
1672956000000,16840.00,16848.60,16825.30,16829.90,2954.103,1672959599999,49743070.55720,18317,1310.019,22059137.88430,0
1672959600000,16829.90,16838.40,16810.00,16823.80,5780.316,1672963199999,97244795.51620,29940,2872.721,48328897.77150,0
1672963200000,16823.80,16865.00,16818.90,16852.10,7028.240,1672966799999,118375823.76860,30930,3808.689,64144204.72970,0
1672966800000,16852.10,16854.70,16812.30,16818.10,4807.908,1672970399999,80942090.32920,24634,1907.766,32115480.10610,0
1672970400000,16818.10,16831.20,16795.60,16828.80,6370.672,1672973999999,107112013.05150,32328,3083.133,51839664.21410,0
1672974000000,16828.80,16834.20,16820.00,16825.10,2861.271,1672977599999,48149334.76750,18353,1482.257,24944062.78050,0
1672977600000,16825.00,16828.00,16796.30,16814.30,6217.468,1672981199999,104515443.71550,29810,2666.953,44830539.05830,0
1672981200000,16814.40,16814.40,16778.30,16801.40,6139.426,1672984799999,103122272.26340,29148,2407.240,40435893.35150,0
1672984800000,16801.30,16807.30,16773.00,16779.10,5909.454,1672988399999,99216761.01020,31371,2820.494,47357111.68470,0
1672988400000,16779.20,16796.50,16773.40,16785.60,5591.799,1672991999999,93850246.49010,27193,3083.232,51747449.15980,0
1672992000000,16785.60,16805.30,16785.60,16792.80,4301.900,1672995599999,72255553.02510,21791,2432.519,40855003.32670,0
1672995600000,16792.70,16792.80,16755.00,16781.20,10013.057,1672999199999,167944513.13270,46456,4686.134,78598161.96140,0
1672999200000,16781.30,16796.80,16755.30,16760.20,6194.064,1673002799999,103924582.56580,29134,2817.526,47278284.59030,0
1673002800000,16760.20,16764.10,16685.20,16731.40,23022.788,1673006399999,385196325.37674,97482,10194.444,170591154.90010,0
1673006400000,16731.50,16742.60,16712.00,16724.40,9061.594,1673009999999,151577581.04600,44586,4741.442,79314177.82530,0
1673010000000,16724.30,16812.60,16664.80,16766.90,49100.158,1673013599999,822265879.09390,188647,25406.842,425547759.87990,0
1673013600000,16766.90,16784.00,16715.00,16742.90,19659.166,1673017199999,329257133.44920,76476,9718.541,162778846.23690,0
1673017200000,16743.00,16843.00,16743.00,16834.20,24472.004,1673020799999,411068343.52140,99618,13567.449,227901256.47950,0
1673020800000,16834.10,16846.30,16801.60,16820.60,11461.978,1673024399999,192793446.65790,51225,5596.272,94130261.56800,0
1673024400000,16820.50,16836.80,16805.00,16814.90,5380.131,1673027999999,90478370.40590,28198,2579.609,43382676.90230,0
1673028000000,16815.00,16858.60,16814.90,16841.50,11125.211,1673031599999,187368694.35290,47184,6142.547,103450828.29770,0
1673031600000,16841.60,16960.00,16837.70,16932.60,30019.766,1673035199999,507583965.76120,117409,16840.433,284722521.80590,0
1673035200000,16932.70,17030.00,16881.00,16888.70,41959.935,1673038799999,711695695.60693,169885,21055.643,357207628.78353,0
1673038800000,16888.60,16943.40,16881.80,16922.90,11252.297,1673042399999,190316069.48640,51035,5835.536,98692665.79190,0
1673042400000,16923.00,16958.90,16922.90,16948.80,6267.036,1673045999999,106171038.75290,35797,2906.568,49241794.42120,0
1673046000000,16948.80,16974.40,16935.00,16943.80,8756.306,1673049599999,148473857.63840,41938,4528.318,76785352.80220,0
1673049600000,16943.90,16970.00,16924.80,16970.00,6405.583,1673053199999,108536029.64180,31975,3224.396,54636718.34620,0
1673053200000,16969.90,16973.60,16935.20,16941.10,4401.729,1673056799999,74627611.83600,24919,1938.764,32869397.49650,0
1673056800000,16941.10,16947.40,16927.90,16935.00,3939.415,1673060399999,66726612.02120,22215,1761.639,29838946.09090,0
1673060400000,16934.90,16948.10,16929.50,16944.40,3297.321,1673063999999,55858235.24620,20996,1683.836,28524845.44930,0
1673064000000,16944.30,16945.00,16928.00,16930.00,2526.168,1673067599999,42783833.17510,16299,1092.561,18503526.09860,0
1673067600000,16930.00,16933.20,16925.20,16926.90,2107.052,1673071199999,35670950.19560,13676,1037.154,17558232.70960,0
1673071200000,16926.80,16930.00,16915.80,16925.10,3410.900,1673074799999,57720155.39670,18803,1724.417,29180398.24970,0
1673074800000,16925.10,16940.90,16925.10,16939.80,2512.011,1673078399999,42542163.74790,15851,1511.483,25596404.62480,0
1673078400000,16939.80,16946.40,16920.60,16922.20,4131.389,1673081999999,69955857.75650,21062,1962.546,33233520.90190,0
1673082000000,16922.10,16927.10,16915.30,16924.10,3136.234,1673085599999,53068924.16900,17002,1705.170,28854100.48350,0
1673085600000,16924.00,16924.10,16905.60,16917.10,2823.815,1673089199999,47763873.33700,19129,1294.206,21890478.69300,0
1673089200000,16917.20,16920.00,16903.00,16912.30,3366.819,1673092799999,56940462.92800,19944,1800.640,30453757.75380,0
1673092800000,16912.30,16915.10,16902.00,16912.60,3263.207,1673096399999,55178581.53460,19475,1808.821,30586310.57190,0
1673096400000,16912.50,16931.70,16906.50,16911.90,4573.774,1673099999999,77388087.89720,25134,2418.258,40917515.01730,0
1673100000000,16911.90,16943.20,16900.10,16931.70,5990.949,1673103599999,101369759.52850,31333,3408.985,57688091.47740,0
1673103600000,16931.80,16944.00,16928.90,16934.50,2901.621,1673107199999,49137890.32640,18020,1643.126,27825939.48780,0
1673107200000,16934.50,16934.50,16910.40,16916.40,3508.278,1673110799999,59362091.67720,20989,1636.651,27691665.21250,0
1673110800000,16916.40,16929.80,16914.10,16923.20,2068.515,1673114399999,35001414.35140,12962,1155.268,19547886.35190,0
1673114400000,16923.20,16933.30,16923.20,16932.20,1931.878,1673117999999,32704781.86910,12536,1062.990,17995559.64050,0
1673118000000,16932.10,16939.60,16929.60,16937.30,1851.553,1673121599999,31354001.19650,14205,1008.551,17078743.28970,0
1673121600000,16937.30,16945.80,16930.10,16939.30,3573.604,1673125199999,60526242.14890,19347,1626.222,27543959.99030,0
1673125200000,16939.30,16942.00,16929.10,16931.50,2621.893,1673128799999,44401532.26060,14382,1136.685,19249146.33140,0
1673128800000,16931.50,16932.40,16922.90,16930.40,1846.527,1673132399999,31260684.94540,12530,822.934,13931805.86860,0
1673132400000,16930.40,16940.40,16925.60,16936.50,1782.870,1673135999999,30192903.98390,11858,885.812,15001068.68900,0
1673136000000,16936.50,16949.30,16905.00,16919.40,6829.260,1673139599999,115582606.69160,32754,3490.240,59069140.30140,0
1673139600000,16919.30,16930.00,16908.60,16924.80,3755.241,1673143199999,63542405.51470,20364,2085.092,35282970.67990,0
1673143200000,16924.90,16927.40,16912.30,16925.40,1786.530,1673146799999,30229938.91930,12042,782.039,13233484.54950,0
1673146800000,16925.50,16939.50,16923.20,16939.00,2696.450,1673150399999,45651996.20320,16132,1605.459,27181410.91790,0
1673150400000,16938.90,16939.40,16930.00,16930.80,1584.257,1673153999999,26828634.10300,10615,694.626,11762656.50410,0
1673154000000,16930.80,16937.20,16929.30,16937.20,1450.567,1673157599999,24564122.72100,10741,994.180,16835352.70310,0
1673157600000,16937.20,16945.90,16927.50,16945.80,2074.113,1673161199999,35128160.68420,14609,1115.767,18898699.32250,0
1673161200000,16945.80,16947.50,16938.10,16945.50,2888.958,1673164799999,48949773.70140,17184,1418.608,24036408.23810,0
1673164800000,16945.50,16949.90,16933.00,16938.80,2905.593,1673168399999,49227142.39710,18450,1132.495,19187568.26070,0
1673168400000,16938.80,16960.00,16918.40,16927.40,7503.543,1673171999999,127105251.53330,37342,3749.891,63522919.08620,0
1673172000000,16927.40,16931.60,16927.20,16930.80,1912.733,1673175599999,32380931.57600,11817,895.536,15160727.81460,0
1673175600000,16930.80,16933.20,16917.80,16918.60,3208.082,1673179199999,54306747.76670,16272,1288.915,21819960.33090,0
1673179200000,16918.50,16922.50,16915.30,16915.30,3784.313,1673182799999,64026055.24170,18280,1824.704,30872110.87090,0
1673182800000,16915.40,16929.50,16912.70,16924.10,2907.513,1673186399999,49199095.38120,17087,1688.085,28564012.51160,0
1673186400000,16924.10,16948.00,16924.00,16945.60,4701.892,1673189999999,79634873.69110,24959,2962.484,50173146.67720,0
1673190000000,16945.70,17015.60,16931.70,16991.00,15661.036,1673193599999,265821434.52390,71789,9108.715,154614409.95310,0
1673193600000,16990.90,17015.10,16910.20,16930.10,20311.479,1673197199999,344290896.40450,92574,9005.785,152667962.47000,0
1673197200000,16930.10,16944.20,16912.20,16919.90,5318.739,1673200799999,90028880.83180,28768,2258.704,38235757.86610,0
1673200800000,16920.00,16927.70,16912.00,16922.10,3192.365,1673204399999,54015109.32350,19424,1549.480,26217967.89500,0
1673204400000,16922.10,16932.60,16915.70,16920.30,2361.461,1673207999999,39963781.41050,15225,1191.097,20157492.86310,0
1673208000000,16920.30,16974.60,16916.50,16959.40,10144.525,1673211599999,171936898.85870,50117,5420.454,91869287.32110,0
1673211600000,16959.50,16983.00,16940.00,16949.20,5695.692,1673215199999,96603679.81310,30084,2801.422,47519100.06580,0
1673215200000,16949.20,16969.80,16946.10,16956.80,3861.252,1673218799999,65479184.83400,20933,2205.669,37404154.21210,0
1673218800000,16956.80,17181.10,16956.80,17124.70,41181.724,1673222399999,702705026.87090,168023,24127.697,411766365.49190,0
1673222400000,17124.60,17192.30,17098.20,17178.90,31702.774,1673225999999,543365480.85400,131376,15555.108,266644504.49780,0
1673226000000,17178.90,17238.60,17138.60,17167.00,18720.147,1673229599999,321541689.14448,90413,9871.401,169588415.86768,0
1673229600000,17167.00,17245.10,17154.30,17182.90,26220.759,1673233199999,451140220.12240,111813,13281.085,228527361.51640,0
1673233200000,17182.90,17207.00,17171.90,17188.10,8552.086,1673236799999,146980519.16190,41440,4236.823,72818051.28890,0
1673236800000,17188.10,17239.80,17186.00,17216.10,12566.213,1673240399999,216325806.19310,56928,6300.347,108456531.90620,0
1673240400000,17216.10,17248.00,17193.30,17195.00,9693.771,1673243999999,166914419.43550,46015,4541.117,78197403.34060,0
1673244000000,17195.00,17205.70,17171.70,17180.90,7630.862,1673247599999,131191704.39160,39361,3686.588,63381766.63720,0
1673247600000,17180.90,17204.50,17178.30,17189.70,5972.366,1673251199999,102664222.55910,30323,3254.935,55952703.76260,0
1673251200000,17189.80,17230.00,17180.00,17182.70,8896.254,1673254799999,153006732.85820,44030,4605.748,79220733.38920,0
1673254800000,17182.70,17268.00,17181.10,17230.10,19360.962,1673258399999,333630531.31590,77257,10596.838,182609903.23850,0
1673258400000,17230.00,17277.70,17227.50,17255.40,14131.052,1673261999999,243812851.67280,66782,6976.809,120382088.86290,0
1673262000000,17255.40,17270.60,17230.30,17232.20,8365.844,1673265599999,144329072.60850,41145,3685.549,63585605.64100,0
1673265600000,17232.20,17246.60,17223.00,17242.60,7630.195,1673269199999,131516218.35080,35668,3824.984,65929593.24260,0
1673269200000,17242.60,17289.00,17181.90,17218.60,19686.683,1673272799999,339364530.12690,84130,9978.492,172047674.83270,0
1673272800000,17218.50,17265.90,17200.10,17255.20,16101.262,1673276399999,277490051.36040,74818,8896.479,153331316.31600,0
1673276400000,17255.30,17325.00,17220.10,17260.40,36956.508,1673279999999,638568972.38670,142028,19372.521,334764851.55130,0
1673280000000,17260.40,17345.70,17259.60,17318.40,26375.457,1673283599999,456465217.84090,115221,13461.127,232965612.78990,0
1673283600000,17318.50,17365.00,17308.10,17348.90,18454.227,1673287199999,319927745.04730,88408,9180.826,159171781.37090,0
1673287200000,17348.90,17387.80,17317.60,17341.30,21930.866,1673290799999,380627842.68710,97226,11007.123,191040644.12050,0
1673290800000,17341.30,17341.30,17285.70,17285.70,10702.689,1673294399999,185328954.04530,53434,4579.374,79298316.52190,0
1673294400000,17285.60,17302.30,17171.80,17212.90,30981.954,1673297999999,533825321.70440,129892,14854.347,255943044.90270,0
1673298000000,17212.80,17238.00,17157.00,17172.50,18826.317,1673301599999,323697405.19480,74387,8674.296,149146326.04290,0
1673301600000,17172.50,17215.10,17159.90,17198.00,7755.894,1673305199999,133331432.63510,37709,4109.172,70643948.86040,0
1673305200000,17197.90,17198.00,17118.30,17169.70,13062.667,1673308799999,224129663.28420,57827,5832.057,100081192.09940,0
1673308800000,17169.60,17212.60,17169.50,17211.00,6956.688,1673312399999,119596738.29430,38973,4120.812,70842268.22740,0
1673312400000,17211.00,17227.70,17181.90,17187.20,6903.167,1673315999999,118750898.88060,35877,3394.400,58396439.24860,0
1673316000000,17187.10,17207.40,17140.40,17177.00,10034.579,1673319599999,172310244.53960,46964,4774.176,81982701.88520,0
1673319600000,17177.00,17200.50,17168.00,17199.90,3590.519,1673323199999,61702907.19450,23645,2075.247,35664287.60290,0
1673323200000,17199.90,17215.60,17190.50,17215.50,4989.184,1673326799999,85818740.49470,24918,2820.916,48525001.31940,0
1673326800000,17215.60,17228.00,17203.30,17222.40,4454.395,1673330399999,76683758.94620,23275,2583.796,44481395.64030,0
1673330400000,17222.40,17225.50,17181.80,17196.80,5247.231,1673333999999,90257876.00320,27974,2128.425,36610450.91230,0
1673334000000,17196.90,17200.60,17184.40,17194.70,3563.696,1673337599999,61273634.85270,20196,1603.050,27563061.29960,0
1673337600000,17194.60,17263.40,17181.20,17250.90,15679.710,1673341199999,270226358.00090,65681,9361.358,161339212.32330,0
1673341200000,17250.90,17269.90,17236.00,17240.10,7578.636,1673344799999,130746502.73740,38822,3493.107,60268388.35370,0
1673344800000,17240.10,17269.90,17227.00,17264.60,6176.028,1673348399999,106537913.83600,30985,3232.975,55774092.57340,0
1673348400000,17264.60,17278.00,17242.90,17244.40,7609.600,1673351999999,131325636.22110,34822,3353.310,57875927.08180,0
